record_id,created_at,region,team,customer,product,category,quantity,unit_price,total,status,note
REC-001106,2025-01-26,부산,기획,고객 1106,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001107,2025-01-27,대전,운영,고객 1107,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001108,2025-01-28,인천,기획,고객 1108,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001109,2025-01-29,광주,운영,고객 1109,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001110,2025-01-30,대구,기획,고객 1110,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001111,2025-01-31,울산,운영,고객 1111,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001112,2025-02-01,세종,기획,고객 1112,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001113,2025-02-02,경기,운영,고객 1113,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001114,2025-02-03,강원,기획,고객 1114,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001115,2025-02-04,충북,운영,고객 1115,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001116,2025-02-05,제주,기획,고객 1116,기계식 키보드,입력 장치,13,149000,1937000,처리 중,세금계산서 발행
REC-001117,2025-02-06,서울,운영,고객 1117,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001118,2025-02-07,부산,기획,고객 1118,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001119,2025-02-08,대전,운영,고객 1119,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001120,2025-02-09,인천,기획,고객 1120,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001121,2025-02-10,광주,운영,고객 1121,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001122,2025-02-11,대구,기획,고객 1122,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001123,2025-02-12,울산,운영,고객 1123,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001124,2025-02-13,세종,기획,고객 1124,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001125,2025-02-14,경기,운영,고객 1125,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001126,2025-02-15,강원,기획,고객 1126,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001127,2025-02-16,충북,운영,고객 1127,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001128,2025-02-17,제주,기획,고객 1128,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001129,2025-02-18,서울,운영,고객 1129,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001130,2025-02-19,부산,기획,고객 1130,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001131,2025-02-20,대전,운영,고객 1131,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001132,2025-02-21,인천,기획,고객 1132,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001133,2025-02-22,광주,운영,고객 1133,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001134,2025-02-23,대구,기획,고객 1134,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001135,2025-02-24,울산,운영,고객 1135,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001136,2025-02-25,세종,기획,고객 1136,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001137,2025-02-26,경기,운영,고객 1137,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001138,2025-02-27,강원,기획,고객 1138,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001139,2025-02-28,충북,운영,고객 1139,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001140,2025-03-01,제주,기획,고객 1140,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001141,2025-03-02,서울,운영,고객 1141,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001142,2025-03-03,부산,기획,고객 1142,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001143,2025-03-04,대전,운영,고객 1143,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001144,2025-03-05,인천,기획,고객 1144,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001145,2025-03-06,광주,운영,고객 1145,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001146,2025-03-07,대구,기획,고객 1146,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001147,2025-03-08,울산,운영,고객 1147,모니터 암,사무 용품,10,99000,990000,배송 준비,세금계산서 발행
REC-001148,2025-03-09,세종,기획,고객 1148,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001149,2025-03-10,경기,운영,고객 1149,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001150,2025-03-11,강원,기획,고객 1150,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001151,2025-03-12,충북,운영,고객 1151,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001152,2025-03-13,제주,기획,고객 1152,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001153,2025-03-14,서울,운영,고객 1153,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001154,2025-03-15,부산,기획,고객 1154,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001155,2025-03-16,대전,운영,고객 1155,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001156,2025-03-17,인천,기획,고객 1156,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001157,2025-03-18,광주,운영,고객 1157,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001158,2025-03-19,대구,기획,고객 1158,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001159,2025-03-20,울산,운영,고객 1159,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001160,2025-03-21,세종,기획,고객 1160,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001161,2025-03-22,경기,운영,고객 1161,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001162,2025-03-23,강원,기획,고객 1162,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001163,2025-03-24,충북,운영,고객 1163,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001164,2025-03-25,제주,기획,고객 1164,노트북 거치대,사무 용품,9,67000,603000,반품 검토,"우선 처리, 오전 출고"
REC-001165,2025-03-26,서울,운영,고객 1165,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001166,2025-03-27,부산,기획,고객 1166,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001167,2025-03-28,대전,운영,고객 1167,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001168,2025-03-29,인천,기획,고객 1168,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001169,2025-03-30,광주,운영,고객 1169,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001170,2025-03-31,대구,기획,고객 1170,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001171,2025-04-01,울산,운영,고객 1171,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001172,2025-04-02,세종,기획,고객 1172,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001173,2025-04-03,경기,운영,고객 1173,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001174,2025-04-04,강원,기획,고객 1174,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001175,2025-04-05,충북,운영,고객 1175,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001176,2025-04-06,제주,기획,고객 1176,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001177,2025-04-07,서울,운영,고객 1177,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001178,2025-04-08,부산,기획,고객 1178,무선 마우스,입력 장치,7,59000,413000,배송 완료,세금계산서 발행
REC-001179,2025-04-09,대전,운영,고객 1179,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001180,2025-04-10,인천,기획,고객 1180,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001181,2025-04-11,광주,운영,고객 1181,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001182,2025-04-12,대구,기획,고객 1182,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001183,2025-04-13,울산,운영,고객 1183,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001184,2025-04-14,세종,기획,고객 1184,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001185,2025-04-15,경기,운영,고객 1185,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001186,2025-04-16,강원,기획,고객 1186,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001187,2025-04-17,충북,운영,고객 1187,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001188,2025-04-18,제주,기획,고객 1188,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001189,2025-04-19,서울,운영,고객 1189,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001190,2025-04-20,부산,기획,고객 1190,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001191,2025-04-21,대전,운영,고객 1191,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001192,2025-04-22,인천,기획,고객 1192,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001193,2025-04-23,광주,운영,고객 1193,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001194,2025-04-24,대구,기획,고객 1194,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001195,2025-04-25,울산,운영,고객 1195,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001196,2025-04-26,세종,기획,고객 1196,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001197,2025-04-27,경기,운영,고객 1197,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001198,2025-04-28,강원,기획,고객 1198,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001199,2025-04-29,충북,운영,고객 1199,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001200,2025-04-30,제주,기획,고객 1200,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001201,2025-05-01,서울,운영,고객 1201,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001202,2025-05-02,부산,기획,고객 1202,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001203,2025-05-03,대전,운영,고객 1203,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001204,2025-05-04,인천,기획,고객 1204,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001205,2025-05-05,광주,운영,고객 1205,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001206,2025-05-06,대구,기획,고객 1206,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001207,2025-05-07,울산,운영,고객 1207,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001208,2025-05-08,세종,기획,고객 1208,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001209,2025-05-09,경기,운영,고객 1209,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,세금계산서 발행
REC-001210,2025-05-10,강원,기획,고객 1210,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001211,2025-05-11,충북,운영,고객 1211,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001212,2025-05-12,제주,기획,고객 1212,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001213,2025-05-13,서울,운영,고객 1213,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001214,2025-05-14,부산,기획,고객 1214,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001215,2025-05-15,대전,운영,고객 1215,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001216,2025-05-16,인천,기획,고객 1216,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001217,2025-05-17,광주,운영,고객 1217,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001218,2025-05-18,대구,기획,고객 1218,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001219,2025-05-19,울산,운영,고객 1219,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001220,2025-05-20,세종,기획,고객 1220,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001221,2025-05-21,경기,운영,고객 1221,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001222,2025-05-22,강원,기획,고객 1222,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001223,2025-05-23,충북,운영,고객 1223,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001224,2025-05-24,제주,기획,고객 1224,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001225,2025-05-25,서울,운영,고객 1225,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001226,2025-05-26,부산,기획,고객 1226,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001227,2025-05-27,대전,운영,고객 1227,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001228,2025-05-28,인천,기획,고객 1228,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001229,2025-05-29,광주,운영,고객 1229,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001230,2025-05-30,대구,기획,고객 1230,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001231,2025-05-31,울산,운영,고객 1231,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001232,2025-06-01,세종,기획,고객 1232,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001233,2025-06-02,경기,운영,고객 1233,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001234,2025-06-03,강원,기획,고객 1234,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001235,2025-06-04,충북,운영,고객 1235,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001236,2025-06-05,제주,기획,고객 1236,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001237,2025-06-06,서울,운영,고객 1237,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001238,2025-06-07,부산,기획,고객 1238,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001239,2025-06-08,대전,운영,고객 1239,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001240,2025-06-09,인천,기획,고객 1240,헤드셋,음향 장치,1,129000,129000,결제 확인,세금계산서 발행
REC-001241,2025-06-10,광주,운영,고객 1241,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001242,2025-06-11,대구,기획,고객 1242,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001243,2025-06-12,울산,운영,고객 1243,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001244,2025-06-13,세종,기획,고객 1244,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001245,2025-06-14,경기,운영,고객 1245,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001246,2025-06-15,강원,기획,고객 1246,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001247,2025-06-16,충북,운영,고객 1247,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001248,2025-06-17,제주,기획,고객 1248,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001249,2025-06-18,서울,운영,고객 1249,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001250,2025-06-19,부산,기획,고객 1250,헤드셋,음향 장치,11,129000,1419000,결제 확인,"분기 마감 주문, 담당자 ""재확인"" 필요"
REC-001251,2025-06-20,대전,운영,고객 1251,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001252,2025-06-21,인천,기획,고객 1252,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001253,2025-06-22,광주,운영,고객 1253,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001254,2025-06-23,대구,기획,고객 1254,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001255,2025-06-24,울산,운영,고객 1255,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001256,2025-06-25,세종,기획,고객 1256,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001257,2025-06-26,경기,운영,고객 1257,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001258,2025-06-27,강원,기획,고객 1258,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001259,2025-06-28,충북,운영,고객 1259,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001260,2025-06-29,제주,기획,고객 1260,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001261,2025-06-30,서울,운영,고객 1261,무선 키보드,입력 장치,8,89000,712000,처리 중,"우선 처리, 오전 출고"
REC-001262,2025-07-01,부산,기획,고객 1262,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001263,2025-07-02,대전,운영,고객 1263,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001264,2025-07-03,인천,기획,고객 1264,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001265,2025-07-04,광주,운영,고객 1265,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001266,2025-07-05,대구,기획,고객 1266,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001267,2025-07-06,울산,운영,고객 1267,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001268,2025-07-07,세종,기획,고객 1268,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001269,2025-07-08,경기,운영,고객 1269,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001270,2025-07-09,강원,기획,고객 1270,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001271,2025-07-10,충북,운영,고객 1271,무선 키보드,입력 장치,18,89000,1602000,처리 중,세금계산서 발행
REC-001272,2025-07-11,제주,기획,고객 1272,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001273,2025-07-12,서울,운영,고객 1273,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001274,2025-07-13,부산,기획,고객 1274,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001275,2025-07-14,대전,운영,고객 1275,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001276,2025-07-15,인천,기획,고객 1276,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001277,2025-07-16,광주,운영,고객 1277,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001278,2025-07-17,대구,기획,고객 1278,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001279,2025-07-18,울산,운영,고객 1279,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001280,2025-07-19,세종,기획,고객 1280,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001281,2025-07-20,경기,운영,고객 1281,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001282,2025-07-21,강원,기획,고객 1282,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001283,2025-07-22,충북,운영,고객 1283,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001284,2025-07-23,제주,기획,고객 1284,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001285,2025-07-24,서울,운영,고객 1285,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001286,2025-07-25,부산,기획,고객 1286,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001287,2025-07-26,대전,운영,고객 1287,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001288,2025-07-27,인천,기획,고객 1288,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001289,2025-07-28,광주,운영,고객 1289,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001290,2025-07-29,대구,기획,고객 1290,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001291,2025-07-30,울산,운영,고객 1291,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001292,2025-07-31,세종,기획,고객 1292,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001293,2025-08-01,경기,운영,고객 1293,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001294,2025-08-02,강원,기획,고객 1294,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001295,2025-08-03,충북,운영,고객 1295,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001296,2025-08-04,제주,기획,고객 1296,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001297,2025-08-05,서울,운영,고객 1297,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001298,2025-08-06,부산,기획,고객 1298,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001299,2025-08-07,대전,운영,고객 1299,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001300,2025-08-08,인천,기획,고객 1300,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001301,2025-08-09,광주,운영,고객 1301,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001302,2025-08-10,대구,기획,고객 1302,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,세금계산서 발행
REC-001303,2025-08-11,울산,운영,고객 1303,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001304,2025-08-12,세종,기획,고객 1304,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001305,2025-08-13,경기,운영,고객 1305,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001306,2025-08-14,강원,기획,고객 1306,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001307,2025-08-15,충북,운영,고객 1307,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001308,2025-08-16,제주,기획,고객 1308,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001309,2025-08-17,서울,운영,고객 1309,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001310,2025-08-18,부산,기획,고객 1310,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001311,2025-08-19,대전,운영,고객 1311,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001312,2025-08-20,인천,기획,고객 1312,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001313,2025-08-21,광주,운영,고객 1313,USB-C 허브,주변 기기,12,49000,588000,배송 완료,정기 주문
REC-001314,2025-08-22,대구,기획,고객 1314,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001315,2025-08-23,울산,운영,고객 1315,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001316,2025-08-24,세종,기획,고객 1316,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001317,2025-08-25,경기,운영,고객 1317,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001318,2025-08-26,강원,기획,고객 1318,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001319,2025-08-27,충북,운영,고객 1319,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001320,2025-08-28,제주,기획,고객 1320,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001321,2025-08-29,서울,운영,고객 1321,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001322,2025-08-30,부산,기획,고객 1322,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
REC-001323,2025-08-31,대전,운영,고객 1323,USB-C 허브,주변 기기,2,49000,98000,배송 완료,정기 주문
REC-001324,2025-09-01,인천,기획,고객 1324,노트북 거치대,사무 용품,9,67000,603000,반품 검토,정기 주문
REC-001325,2025-09-02,광주,운영,고객 1325,웹캠,영상 장치,16,118000,1888000,결제 확인,정기 주문
REC-001326,2025-09-03,대구,기획,고객 1326,기계식 키보드,입력 장치,3,149000,447000,처리 중,정기 주문
REC-001327,2025-09-04,울산,운영,고객 1327,모니터 암,사무 용품,10,99000,990000,배송 준비,정기 주문
REC-001328,2025-09-05,세종,기획,고객 1328,무선 마우스,입력 장치,17,59000,1003000,배송 완료,정기 주문
REC-001329,2025-09-06,경기,운영,고객 1329,휴대용 SSD,저장 장치,4,179000,716000,반품 검토,정기 주문
REC-001330,2025-09-07,강원,기획,고객 1330,헤드셋,음향 장치,11,129000,1419000,결제 확인,정기 주문
REC-001331,2025-09-08,충북,운영,고객 1331,무선 키보드,입력 장치,18,89000,1602000,처리 중,정기 주문
REC-001332,2025-09-09,제주,기획,고객 1332,27인치 모니터,디스플레이,5,329000,1645000,배송 준비,정기 주문
REC-001333,2025-09-10,서울,운영,고객 1333,USB-C 허브,주변 기기,12,49000,588000,배송 완료,세금계산서 발행
REC-001334,2025-09-11,부산,기획,고객 1334,노트북 거치대,사무 용품,19,67000,1273000,반품 검토,정기 주문
REC-001335,2025-09-12,대전,운영,고객 1335,웹캠,영상 장치,6,118000,708000,결제 확인,정기 주문
REC-001336,2025-09-13,인천,기획,고객 1336,기계식 키보드,입력 장치,13,149000,1937000,처리 중,정기 주문
REC-001337,2025-09-14,광주,운영,고객 1337,모니터 암,사무 용품,20,99000,1980000,배송 준비,정기 주문
REC-001338,2025-09-15,대구,기획,고객 1338,무선 마우스,입력 장치,7,59000,413000,배송 완료,정기 주문
REC-001339,2025-09-16,울산,운영,고객 1339,휴대용 SSD,저장 장치,14,179000,2506000,반품 검토,정기 주문
REC-001340,2025-09-17,세종,기획,고객 1340,헤드셋,음향 장치,1,129000,129000,결제 확인,정기 주문
REC-001341,2025-09-18,경기,운영,고객 1341,무선 키보드,입력 장치,8,89000,712000,처리 중,정기 주문
REC-001342,2025-09-19,강원,기획,고객 1342,27인치 모니터,디스플레이,15,329000,4935000,배송 준비,정기 주문
